Source: s1_train_2
    + attr: time_not_allowed1: [LACity--time_not_allowed: 1.000, LACity--time: 1.000, LACity--street: 0.045, LACity--point: 0.030]
    + attr: street38: [LACity--street: 0.980, LACity--time_not_allowed: 0.029, LACity--city: 0.029, LACity--state: 0.029]
    + attr: polygon39: [LACity--polygon: 1.000, LACity--multiline_string: 1.000, LACity--latlong: 1.000, LACity--point: 1.000]
    + attr: point40: [LACity--polygon: 1.000, LACity--latlong: 1.000, LACity--multiline_string: 1.000, LACity--street: 0.996]
    + attr: street41: [LACity--street: 0.477, LACity--city: 0.444, LACity--NAME: 0.351, LACity--time_not_allowed: 0.029]
    + attr: NAME42: [LACity--street: 1.000, LACity--time: 1.000, LACity--point: 0.516, LACity--city: 0.090]
    + attr: street43: [LACity--street: 0.932, LACity--time_not_allowed: 0.029, LACity--city: 0.029, LACity--state: 0.029]
    + attr: street44: [LACity--street: 0.978, LACity--polygon: 0.255, LACity--multiline_string: 0.221, LACity--latlong: 0.201]
    + attr: lon45: [LACity--lon: 1.000, LACity--lat: 0.029, LACity--lat : 0.029, LACity-- lat: 0.029]
    + attr: lat46: [LACity--lat: 1.000, LACity--lat : 0.306, LACity-- lat: 0.306, LACity--lon: 0.029]
    + attr: time47: [LACity--time: 1.000, LACity--NAME: 1.000, LACity--street: 0.999, LACity--polygon: 0.657]
    + attr: street48: [LACity--street: 0.999, LACity--time: 0.044, LACity--point: 0.039, LACity--time_not_allowed: 0.035]
    + attr: street49: [LACity--street: 1.000, LACity--time_not_allowed: 0.029, LACity--city: 0.029, LACity--state: 0.029]
    + attr: street50: [LACity--street: 1.000, LACity--polygon: 0.915, LACity--multiline_string: 0.870, LACity--latlong: 0.836]
Source: s3_2016_Registered_Foreclosure_Properties
    + attr: ID: [LACity--lon: 0.031, LACity--lat: 0.031, LACity--lat : 0.030, LACity-- lat: 0.030]
    + attr: APN: [LACity--time_not_allowed: 0.029, LACity--street: 0.029, LACity--city: 0.029, LACity--state: 0.029]
    + attr: RegisteredDate: [LACity--time: 0.976, LACity--time_not_allowed: 0.193, LACity--street: 0.036, LACity--point: 0.030]
    + attr: PropertyType: [LACity--NAME: 1.000, LACity--street: 1.000, LACity--time: 1.000, LACity--point: 0.503]
    + attr: PropertyAddress: [LACity--street: 1.000, LACity--latlong: 0.999, LACity--polygon: 0.998, LACity--multiline_string: 0.998]
    + attr: PropertyCity: [LACity--city: 1.000, LACity--time_not_allowed: 0.029, LACity--street: 0.029, LACity--state: 0.029]
    + attr: PropertyState: [LACity--state: 1.000, LACity--city: 1.000, LACity--time_not_allowed: 0.029, LACity--street: 0.029]
    + attr: PropertyZip: [LACity--zip: 1.000, LACity--lon: 0.029, LACity--lat: 0.029, LACity--time_not_allowed: 0.029]
    + attr: CouncilDistrict: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Lender: [LACity--street: 1.000, LACity--polygon: 0.958, LACity--multiline_string: 0.931, LACity--latlong: 0.908]
    + attr: LenderContact: [LACity--time_not_allowed: 0.029, LACity--street: 0.029, LACity--city: 0.029, LACity--state: 0.029]
    + attr: LenderContactPhone: [LACity--NAME: 1.000, LACity--street: 1.000, LACity--time: 1.000, LACity--point: 0.476]
    + attr: PropertyManagement: [LACity--street: 1.000, LACity--polygon: 0.942, LACity--multiline_string: 0.909, LACity--latlong: 0.881]
    + attr: PropertyManagementContact: [LACity--street: 1.000, LACity--polygon: 0.964, LACity--multiline_string: 0.939, LACity--latlong: 0.918]
    + attr: PropertyManagementAddress: [LACity--street: 1.000, LACity--point: 0.036, LACity--time: 0.031, LACity--time_not_allowed: 0.030]
    + attr: PropertyMgmtContactPhone: [LACity--NAME: 1.000, LACity--street: 1.000, LACity--time: 1.000, LACity--point: 0.489]
Source: s4_Neighborhood_Council_demographics
    + attr: : [LACity--lon: 0.031, LACity--lat: 0.031, LACity--lat : 0.031, LACity-- lat: 0.031]
    + attr: OBJECTID_1: [LACity--lat : 0.030, LACity-- lat: 0.030, LACity--lat: 0.030, LACity--lon: 0.029]
    + attr: OBJECTID: [LACity--lat : 0.030, LACity-- lat: 0.030, LACity--lat: 0.030, LACity--lon: 0.029]
    + attr: NAME: [LACity--street: 1.000, LACity--NAME: 1.000, LACity--time: 1.000, LACity--latlong: 0.500]
    + attr: WADDRESS: [LACity--street: 1.000, LACity--point: 1.000, LACity--time_not_allowed: 0.029, LACity--city: 0.029]
    + attr: DWEBSITE: [LACity--street: 1.000, LACity--point: 1.000, LACity--time_not_allowed: 0.029, LACity--city: 0.029]
    + attr: DEMAIL: [LACity--time_not_allowed: 0.029, LACity--street: 0.029, LACity--city: 0.029, LACity--state: 0.029]
    + attr: DPHONE: [LACity--NAME: 1.000, LACity--street: 1.000, LACity--time: 1.000, LACity--point: 0.503]
    + attr: NC_ID: [LACity--lat : 0.029, LACity-- lat: 0.029, LACity--lat: 0.029, LACity--lon: 0.029]
    + attr: CERTIFIED: [LACity--time: 1.000, LACity--NAME: 1.000, LACity--street: 0.999, LACity--polygon: 0.726]
    + attr: TOOLTIP: [LACity--street: 1.000, LACity--NAME: 1.000, LACity--time: 1.000, LACity--latlong: 0.500]
    + attr: NLA_URL: [LACity--time_not_allowed: 0.029, LACity--street: 0.029, LACity--city: 0.029, LACity--state: 0.029]
    + attr: SERVICE_RE: [LACity--NAME: 1.000, LACity--street: 1.000, LACity--time: 1.000, LACity--point: 0.414]
    + attr: Sqmi: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: NC_Name: [LACity--street: 1.000, LACity--NAME: 1.000, LACity--time: 1.000, LACity--latlong: 0.500]
    + attr: Population: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Populati_1: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: White_pop: [LACity--time_not_allowed: 0.029, LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029]
    + attr: Black_pop: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Ameri_es_p: [LACity--lat : 1.000, LACity-- lat: 1.000, LACity--lat: 1.000, LACity--lon: 0.029]
    + attr: Asian_pop: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Hawn_pi_po: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Hispanic_p: [LACity--time_not_allowed: 1.000, LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029]
    + attr: Other_pop: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Multi_pop: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Male_pop: [LACity--time_not_allowed: 0.029, LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029]
    + attr: Female_pop: [LACity--time_not_allowed: 0.029, LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029]
    + attr: Age_under5: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Age_5_9: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Age_10_14: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Age_15_19: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Age_20_24: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Age_25_34: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Age_35_44: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Age_45_54: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Age_55_64: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Age_65_74: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Age_75_84: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Age_85_up: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Median_age: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Med_age_ma: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Med_age_fe: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Households: [LACity--time_not_allowed: 0.032, LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029]
    + attr: Avg_hh_siz: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Househol_1: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Hsehld_1_f: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Marhh_chd: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Marhh_no_c: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Mhh_child: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Fhh_child: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Families: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Avg_family: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Housing_un: [LACity--time_not_allowed: 0.709, LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029]
    + attr: Vacant: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Owner_occ: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Renter_occ: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Shape__Area: [LACity--lat: 0.029, LACity--lon: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Shape__Length: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
Source: s5_Category_Page_Box_Content
    + attr: : [LACity--lon: 0.034, LACity--lat: 0.034, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Category: [LACity--street: 1.000, LACity--point: 0.110, LACity--time_not_allowed: 0.029, LACity--city: 0.029]
    + attr: Sort: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: Large size: [LACity--time_not_allowed: 0.029, LACity--street: 0.029, LACity--city: 0.029, LACity--state: 0.029]
    + attr: Image: [LACity--street: 1.000, LACity--point: 1.000, LACity--NAME: 0.375, LACity--time: 0.259]
    + attr: Text: [LACity--street: 0.998, LACity--time: 0.829, LACity--NAME: 0.701, LACity--polygon: 0.475]
    + attr: Link: [LACity--NAME: 1.000, LACity--street: 1.000, LACity--time: 1.000, LACity--point: 0.986]
Source: s6_City_Furniture
    + attr: : [LACity--lon: 0.031, LACity--lat: 0.031, LACity--lat : 0.030, LACity-- lat: 0.030]
    + attr: X: [LACity--lon: 0.933, LACity--lat: 0.032, LACity--lat : 0.029, LACity-- lat: 0.029]
    + attr: Y: [LACity--lat: 1.000, LACity--lat : 0.718, LACity-- lat: 0.718, LACity--lon: 0.032]
    + attr: ID: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: SER: [LACity--time_not_allowed: 0.029, LACity--street: 0.029, LACity--city: 0.029, LACity--state: 0.029]
    + attr: PERMIT: [LACity--time_not_allowed: 0.029, LACity--street: 0.029, LACity--city: 0.029, LACity--state: 0.029]
    + attr: CR: [LACity--time_not_allowed: 0.029, LACity--street: 0.029, LACity--city: 0.029, LACity--state: 0.029]
    + attr: DR: [LACity--time_not_allowed: 0.029, LACity--street: 0.029, LACity--city: 0.029, LACity--state: 0.029]
    + attr: LOCATION: [LACity--street: 0.999, LACity--polygon: 0.997, LACity--time: 0.995, LACity--multiline_string: 0.995]
    + attr: DATE: [LACity--time: 1.000, LACity--NAME: 1.000, LACity--street: 1.000, LACity--polygon: 0.858]
    + attr: CD: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: TG: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: GD: [LACity--time_not_allowed: 0.029, LACity--street: 0.029, LACity--city: 0.029, LACity--state: 0.029]
    + attr: MODEL: [LACity--time_not_allowed: 0.029, LACity--street: 0.029, LACity--city: 0.029, LACity--state: 0.029]
    + attr: THEME: [LACity--time_not_allowed: 0.029, LACity--street: 0.029, LACity--city: 0.029, LACity--state: 0.029]
    + attr: CITY: [LACity--city: 1.000, LACity--time_not_allowed: 0.029, LACity--street: 0.029, LACity--state: 0.029]
    + attr: LAT: [LACity--lat: 1.000, LACity--lat : 0.090, LACity-- lat: 0.090, LACity--lon: 0.029]
    + attr: LON: [LACity--lon: 1.000, LACity--lat: 0.029, LACity--lat : 0.029, LACity-- lat: 0.029]
    + attr: TOOLTIP: [LACity--street: 1.000, LACity--point: 1.000, LACity--time_not_allowed: 0.033, LACity--time: 0.033]
Source: s7_Historic_Preservation_Overlay_Zone_District
    + attr: : [LACity--lon: 0.033, LACity--lat: 0.033, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: OBJECTID: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--time_not_allowed: 0.029]
    + attr: NAME: [LACity--street: 1.000, LACity--NAME: 1.000, LACity--time: 1.000, LACity--point: 0.569]
    + attr: TOOLTIP: [LACity--street: 1.000, LACity--point: 1.000, LACity--NAME: 0.089, LACity--time: 0.073]
    + attr: DIST_TYPE: [LACity--time_not_allowed: 0.029, LACity--street: 0.029, LACity--city: 0.029, LACity--state: 0.029]
Source: ă_Streetscape_Areas
    + attr: : [LACity--lon: 0.034, LACity--lat: 0.034, LACity--lat : 0.029, LACity-- lat: 0.029]
    + attr: OBJECTID: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--lat : 0.029]
    + attr: NAME: [LACity--street: 1.000, LACity--NAME: 1.000, LACity--time: 1.000, LACity--city: 0.920]
    + attr: DIST_TYPE: [LACity--time_not_allowed: 0.029, LACity--street: 0.029, LACity--city: 0.029, LACity--state: 0.029]
    + attr: TOOLTIP: [LACity--street: 1.000, LACity--point: 1.000, LACity--NAME: 0.063, LACity--time: 0.055]
    + attr: Shape_Length: [LACity--lon: 0.029, LACity--lat: 0.029, LACity--zip: 0.029, LACity--lat : 0.029]
    + attr: Shape_Area: [LACity--lat: 0.032, LACity--lon: 0.029, LACity--lat : 0.029, LACity-- lat: 0.029]
